Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1982","1982","m3","171839359","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1983","1983","m3","175388028","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1984","1984","m3","178325516","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1985","1985","m3","181200611","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1986","1986","m3","183731965","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1987","1987","m3","186515620","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1988","1988","m3","189729645","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1989","1989","m3","197529534","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1990","1990","m3","194577560","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1991","1991","m3","198423030","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1992","1992","m3","202514910","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1993","1993","m3","205686483","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1994","1994","m3","208912937","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1995","1995","m3","211129834","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1996","1996","m3","212306210","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1997","1997","m3","213479519","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1998","1998","m3","213703275","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","1999","1999","m3","231562657","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2000","2000","m3","235401621","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2001","2001","m3","223256218","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2002","2002","m3","230912063","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2003","2003","m3","255902476","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2004","2004","m3","243254745","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2005","2005","m3","231569000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2006","2006","m3","229984000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2007","2007","m3","235158000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2008","2008","m3","229064000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2009","2009","m3","226707000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2010","2010","m3","235432000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2011","2011","m3","253144000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2012","2012","m3","266769000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2013","2013","m3","260756000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2014","2014","m3","259233000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2015","2015","m3","247884000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2016","2016","m3","267102000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2017","2017","m3","271967000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2018","2018","m3","281505000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2019","2019","m3","266288000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5516","Production","1861","Roundwood","2020","2020","m3","266288000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1961","1961","m3","11900","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1962","1962","m3","12600","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1963","1963","m3","10900","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1964","1964","m3","500","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1965","1965","m3","2000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1966","1966","m3","100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1969","1969","m3","200","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1970","1970","m3","6000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1971","1971","m3","26600","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1972","1972","m3","69400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1973","1973","m3","81800","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1974","1974","m3","93700","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1975","1975","m3","97000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1976","1976","m3","50600","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1977","1977","m3","46100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1978","1978","m3","84400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1979","1979","m3","58100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1980","1980","m3","44700","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1981","1981","m3","31100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1982","1982","m3","31000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1983","1983","m3","26500","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1984","1984","m3","45400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1985","1985","m3","55800","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1986","1986","m3","64000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1987","1987","m3","55400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1988","1988","m3","25900","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1989","1989","m3","40000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1990","1990","m3","4287","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1991","1991","m3","5679","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1992","1992","m3","8871","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1993","1993","m3","8245","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1994","1994","m3","9900","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1995","1995","m3","11200","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1996","1996","m3","5300","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1997","1997","m3","11000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1998","1998","m3","31000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","1999","1999","m3","16400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2000","2000","m3","25640","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2001","2001","m3","90034","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2002","2002","m3","16480","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2003","2003","m3","19157","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2004","2004","m3","14005","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2005","2005","m3","12464","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2006","2006","m3","16490","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2007","2007","m3","8000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2008","2008","m3","18832","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2009","2009","m3","39761","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2010","2010","m3","28788","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2011","2011","m3","31302","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2012","2012","m3","39750","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2013","2013","m3","38402","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2014","2014","m3","31177","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2015","2015","m3","16430","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2016","2016","m3","46461","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2017","2017","m3","17944","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2018","2018","m3","41823","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2019","2019","m3","37128","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5616","Import Quantity","1861","Roundwood","2020","2020","m3","11982","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1961","1961","1000 US$","89","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1962","1962","1000 US$","72","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1963","1963","1000 US$","75","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1964","1964","1000 US$","21","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1965","1965","1000 US$","48","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1966","1966","1000 US$","16","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1969","1969","1000 US$","16","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1970","1970","1000 US$","480","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1971","1971","1000 US$","1606","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1972","1972","1000 US$","3651","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1973","1973","1000 US$","5776","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1974","1974","1000 US$","4929","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1975","1975","1000 US$","5009","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1976","1976","1000 US$","4401","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1977","1977","1000 US$","3911","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1978","1978","1000 US$","5848","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1979","1979","1000 US$","6239","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1980","1980","1000 US$","6912","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1981","1981","1000 US$","6485","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1982","1982","1000 US$","6616","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1983","1983","1000 US$","6556","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1984","1984","1000 US$","8125","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1985","1985","1000 US$","8001","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1986","1986","1000 US$","7417","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1987","1987","1000 US$","4649","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1988","1988","1000 US$","5555","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1989","1989","1000 US$","5809","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1990","1990","1000 US$","146","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1991","1991","1000 US$","643","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1992","1992","1000 US$","663","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1993","1993","1000 US$","430","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1994","1994","1000 US$","772","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1995","1995","1000 US$","804","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1996","1996","1000 US$","318","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1997","1997","1000 US$","995","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1998","1998","1000 US$","1259","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","1999","1999","1000 US$","1013","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2000","2000","1000 US$","1425","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2001","2001","1000 US$","2987","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2002","2002","1000 US$","983","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2003","2003","1000 US$","857","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2004","2004","1000 US$","2013","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2005","2005","1000 US$","1493","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2006","2006","1000 US$","2734","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2007","2007","1000 US$","514","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2008","2008","1000 US$","1377","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2009","2009","1000 US$","3542","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2010","2010","1000 US$","1931","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2011","2011","1000 US$","2252","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2012","2012","1000 US$","1915","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2013","2013","1000 US$","1861","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2014","2014","1000 US$","1734","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2015","2015","1000 US$","835","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2016","2016","1000 US$","605","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2017","2017","1000 US$","5293","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2018","2018","1000 US$","3524","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2019","2019","1000 US$","6510","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5622","Import Value","1861","Roundwood","2020","2020","1000 US$","507","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1961","1961","m3","55100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1962","1962","m3","40300","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1963","1963","m3","43800","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1964","1964","m3","50800","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1965","1965","m3","53100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1966","1966","m3","58100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1967","1967","m3","79100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1968","1968","m3","117300","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1969","1969","m3","114300","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1970","1970","m3","84400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1971","1971","m3","119400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1972","1972","m3","130200","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1973","1973","m3","426000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1974","1974","m3","140000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1975","1975","m3","12400","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1976","1976","m3","22600","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1977","1977","m3","4300","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1978","1978","m3","10300","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1979","1979","m3","12700","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1980","1980","m3","7000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1981","1981","m3","6100","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1982","1982","m3","8000","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1983","1983","m3","4200","Im","FAO data based on imputation methodology"
"FO","Forestry Production and Trade","21","Brazil","5916","Export Quantity","1861","Roundwood","1984","1984","m3","30300","Im","FAO data based on imputation methodology"
